,SMILES,bace,esol,logD
253,COC1=CC=C(C(CO)N(C)C(=O)CC2=CC=CC=C2COC(C)C)C=C1,,,
254,COCC1(C(=O)N2CCSC3=NC=CC=C32)CCCO1,,,
255,COC1=CC=C(C2CCCN(C(=O)C3CCOC(=O)N3)C2)C=C1,,,
256,CC1=CN=C2C(=C1)C=NN2CC(=O)NCC1=CN=CC=C1C(C)(C)C,,,
257,CC1=CC(C(=O)NC(C)(C)C2=CC=CS2)=NN1C1=CC=C(Cl)C=C1,,,
258,FCC1(NCC2=CC=CC=C2OCC2=CC=C(F)C=C2)CCOCC1,,,
259,CO[C@@H]1CN(C(=O)NC2=CC(C)=NS2)C[C@H]1O,,,
260,CCCC1=CC=C(C(=O)N(C)C2CCN(C(=O)[C@H](NC(C)=O)C(C)C)C2)S1,,,
261,COC(=O)C1(OC(=O)CC(C)N2C=CN=C2)CC1,,,
262,CC(C)C1=NN(C2=NC=CC=N2)C(NC(=O)C2(SC3=CC=CC=C3)CC2)=C1,,,
263,N#CC1=CC(C(=O)NC2(CO)C3CC4CC(C3)CC2C4)=CC(O)=C1,,,
264,O=C(NC1=CC=C(OC(F)(F)F)C=C1Br)N1C[C@@H]2C[C@H]1CO2,,,
265,CC(=O)N[C@@H]1CN(C(=O)C2=CN3C=CC(C)=CC3=N2)C[C@H]1C1=CC=CC=C1F,,,
266,COC1=CC=C(C2=CSC(CNC(=O)CC3(O)CCCNC3)=C2)C=C1,,,
267,CCC1=C(C(=O)NC2=CC(C)=NS2)C=C(C)O1,,,
268,CN1C=C(Cl)C(CNC(=O)C2=CC=C(NC(=O)C3=CC=C(Cl)C(Cl)=C3)C=C2O)=N1,,,
269,CC1CN(C(=O)C2CC2)CCC1NCC1=NN=C(S(C)(=O)=O)S1,,,
270,CC(=O)NCC1=NC(CNC(=O)NCC2=CC=C(N(C)C(C)=O)C=C2)=CS1,,,
271,CN(CCCN(C)C(=O)C1=NN(C)C=N1)C(=O)CCC1CCC1,,,
272,CC1=CC=NC2=C1C(C)=C(C(=O)N1CC=C(N)N1)S2,,,
273,CCC1CCCCC1N(C)C1=NC2=C(C=C(F)C(F)=C2)S1,,,
274,CC1=NC=CN1C1=CC=C(CN2C(C(C)NS(C)(=O)=O)=NN=C2N2CCNC(=O)CC2)C=C1F,,,
275,NC1=NC(Cl)=C(Br)C(NCCN2CCN(C3=CC=CC=C3)CC2)=N1,,,
276,CCC(CO)N1C[C@@H](C(F)(F)F)[C@@H](C(F)(F)F)C1,,,
277,CC1=CC(F)=CC2=C1S(=O)(=O)N(CN1N=NC3=CC=CC=C31)C2=O,,,
278,CC(NCCN1CCC2=CC=CC=C21)C1=CSN=N1,,,
279,CC1=NC2=CC(NC(=O)C3=CN4C=C(Cl)C=C(Cl)C4=N3)=CC=C2S1,,,
280,CC(NS(C)(=O)=O)C1=NN=C(N(C)CC2=CC=C(Cl)S2)N1CC1CCCN2C=CN=C12,,,
281,CCCN(C(=O)OC(C)(C)C)C(C)C(=O)N(C)CCCN(C)CC1=CC=CO1,,,
282,CCSC1=CC=CC=C1CCNC1=NC(C2CC2)=NC2=C1CCC2,,,
283,CN(C)C1=CC=CC=C1CNC1(C2CCC2)CCC1,,,
284,CC(C)CN1CCC(CNC(=O)NCCN2CCOCC2C)C1,,,
285,O=C(OC1=CN(CC2=CC=C(F)C=C2)N=C1)C1=C(C2CC2)SC(Br)=N1,,,
286,O=C(CCC1=NN=C(C2CC2)N1C1=CC=CC=C1)N(CC1=NC=C[NH]1)C1=CC(Cl)=CC=C1,,,
287,COCCC1CN(C(=O)C2=C(C)N(C3CCNC3)N=N2)CCO1,,,
288,O=C(CN1C=C(C(=O)NC2(CC3=CC=C(F)C=C3)CCOCC2)C=N1)NC1CCCCC1,,,
289,O=C(COC(C1=CC=CC=C1)C1=CC=CC=C1)OCCN1C=CC=CC1=O,,,
290,COC1=COC(C(=O)NC2(CNC(=O)C3=CC(Cl)=C[NH]3)CCCC2)=CC1=O,,,
291,CC(C(=O)N1CCCCCC1)N1CC(CNC(=O)C2CCC(C)(C)C2)C1,,,
292,CCOC(=O)C1=C(NC(=O)C2=CC(C)=C(C#N)C=N2)C2=CC=CC=C2[NH]1,,,
293,CC1=CC=C2CC(C)C(NC3=CC=CC(C4=NN=C5CCCN54)=C3)C2=C1,,,
294,CCCCN([C@@H]1CCCC[C@H]1OC)S(=O)(=O)C1=CC(C2=CC=CC=C2)=NN1C,,,
295,CC1=NN(C2=CC=CC=N2)C(C)=C1CC(=O)OC(C)C1=NC(C2CC2)=CS1,,,
296,CC(C)(C)N1C=C(CNC(=O)C2=C(NC(=O)C3=CC=CO3)SC=C2)C(=O)[NH]C1=O,,,
297,CC1=NOC=C1CN(C)CC1CCN(C(=O)C2=CC=CC(OC(C)C)=N2)CC1,,,
298,CC1CCC2=C(C1)SC(C(C)NC(=O)C1=C3OCOC3=CC=C1F)=N2,,,
299,CC1CCN(S(=O)(=O)NC2=CC=CC=C2NCCC(N)=O)CC1,,,
300,CC(N(C)C(=O)NC1CCCC=C1Br)C1(S(C)(=O)=O)CC1,,,
301,CC1=NC2=CC(C(=O)NC3COC4=CC(F)=CC=C4C3)=CC=C2C(=O)[NH]1,,,
302,CN(CC1=CC=C(Br)O1)CC1CCCCN(C)C1=O,,,
303,O=C(NC1CC2CCC1CC2)N1CCC(Cl)=C(Cl)C1,,,
304,COC1=CC(Cl)=CC(C(=O)N2C[C@@H]3CN(C(C)C4=CSN=N4)C[C@@H]3C2)=C1,,,
305,CCCNS(=O)(=O)NCC1=CC=C(Br)C(F)=C1,,,
306,CCOC(=O)CN(CC(C)C)C(=O)C1=CC(=O)C(OCC2=CC=C(F)C=C2)=CO1,,,
307,CCCCC(CN)NC(=O)NC(C)C(=O)NCCF,,,
308,CC1=NC(C(C)C)=CC=C1COC(=O)CCC(=O)C1=CC=C(Cl)S1,,,
309,COC1=CC(OC)=C(CN2CCN3C=CC=C3C2)C(OC)=C1,,,
310,CC1CC(NC(=O)C2=C(C3CC3)N=CO2)CCN1CCNC(=O)C1CC1,,,
311,COC1=CC2=C(C(OC)=C1)N(S(=O)(=O)C1=CC=C3C=CC=CC3=C1F)CCC2,,,
312,O=C(NC1=NC(OCC(F)F)=CC=C1)C1=CC2=C(N=C(N3CCCC3)S2)S1,,,
313,CC1=CC2=CC=CC=C2C(NCC2(C#N)CC2)=N1,,,
314,C[C@H](CNC(=O)C1=CC=C(OCCN(C)C)C=C1)NC(=O)OC(C)(C)C,,,
315,N#CC1(CNC(=O)N2CC(OC3=CC=CC=C3C(F)(F)F)C2)CCOCC1,,,
316,C[C@H]1C[C@H](NC(=O)NC(CS(=O)(=O)N(C)C)C(F)(F)F)C2=C(SC=C2)S1(=O)=O,,,
317,COC(=O)C1CCC(OC(=O)CCOC2CCOCC2)C1,,,
318,CC1=CC=CC(C)=C1CNC(=O)C1(C)CCCC1,,,
319,CC1=CC(CCC(=O)N2CC(N3CCN(C(=O)C4=CC=NC=C4C)CC3)C2)=NO1,,,
320,CC1=CC=CC2=C1SC(C(=O)NC(CNC1=NC=C(F)C=N1)C(C)(C)C)=C2,,,
321,C(=C1CCSCC1)C1=NN=C(C2=CC3=C(CCC3)S2)O1,,,
322,CC1CC1C1=CC=C(CN2CCOC3(C2)CN(C(=O)OC(C)(C)C)C3)O1,,,
323,O=C(N[C@@H]1CN(C(=O)C2COC3=CC=C(Cl)C=C32)C[C@@H]1O)C1CC2(CCC2)C1,,,
324,CCN(CC(=O)NC1=CC=CC(N2C=C(C(=O)OC)N=N2)=C1)CC1=CC=CC=C1Cl,,,
325,CC(C)N1CCC(O)(CNCC2=CC=C(OCC3=CC=CC=C3F)C=C2)CC1,,,
326,N#CC1=C(C2=NN=C(N3CCC(OC4=CC=CC=C4F)C3)N2CC2CC2)C=N[NH]1,,,
327,CC1=CC=C(C(NC(=O)COC(=O)C2=C(Br)N=NN2C)C2CC2)C=C1,,,
328,COC1CC(NC(=O)CCOC2=C(Cl)C=CC=C2F)C12CCC2,,,
329,CCOC(=O)N1CCC(S(=O)(=O)N[C@@H]2CC3=CC=CC=C3[C@@H]2OC)CC1,,,
330,CC(C)CNC(=O)C1(NS(=O)(=O)CC2(C#N)CC2)CCCC1,,,
331,COC1=CC2=C(C=C1OC)C(NC(=O)[C@@H]1N[C@@H]3CC[C@H]1C3)CCCC2,,,
332,O=C(NC1=CC=C(CCN2CCSCC2)C=C1)N1C[C@@H]2C[C@H]1CO2,,,
333,CC(NS(=O)(=O)C1=C(Br)OC(C(=O)O)=C1)C(C)(C)CN(C)C,,,
334,CC1=NC2=C(C(=O)N3C[C@@H]4CN(CCC5=C(C)N=CS5)C[C@@H]4C3)C=CC=C2[NH]1,,,
335,COC(=O)C1(N(C(=O)CCC2CCC3=CC=CC=C32)C2CC2)CCC1,,,
336,CCC1=CC(N2CC[C@H](NC(=O)[C@H](C)NC(=O)C3=CC=CO3)C2)=NC(C)=N1,,,
337,COC1=CC=CC=C1N(CCC(N)=O)C(=O)CSCC1CCNCC1,,,
338,O=S(=O)(NCCC1=CC=C(C(F)(F)F)C=N1)C1=CC=C(OCC(F)F)C=C1,,,
339,CCCS(=O)(=O)N1CCCCC1C(=O)NCC1=CC2=C(O1)C(C)=CC(Br)=C2,,,
340,CCC(C)C1=CC=C(C(=O)CN2N=C(Br)N=C2Br)C=C1,,,
341,CC(=O)NC(C)C(=O)N1CCC(CCN(C)CC2=CC=C(F)C=C2Cl)CC1,,,
342,CC1=CC=C(NC(CNC(=O)CCC2=CN=CN2C)C2CC2)N=N1,,,
343,CC1=CC(OC2=CC=CC=C2)=CC=C1NC(=O)CN1N=NC2=C1CCCC2,,,
344,CC1=CC=C(S(N)(=O)=O)C(N2CCC(C)(C)S(=O)(=O)CC2)=C1F,,,
345,CC1=C(CNC2=NN=C(C(F)F)[NH]2)N2C=CC=CC2=N1,,,
346,COC1=C(C(=O)N2CCC(C)(CNC(=O)CC3=CN=CC=C3C)C2)C(C)=NN1C,,,
347,CCS(=O)(=O)N1CCN(C(=O)C2=C(F)C=CC=C2N2C=CC=N2)[C@H](C)C1,,,
348,CC1=CC=CC(C(=O)N2CCCC2)=C1NC(=O)CC1CC(OC(C)(C)C)C12CCC2,,,
349,CC(C)(CNS(=O)(=O)C1=CN2CCCCC2=N1)C1=CC=C2OCCOC2=C1,,,
350,CC(C)C1=C[NH]N=C1NC(=O)C1CCN(C2=CC=CC=C2)C1,,,
351,CC(C)C1=CC=C2CCC(NC3=NC(NC4=CC=CC=C4)=NC(N)=N3)C2=C1,,,
352,C[C@H]1CC(N(C)CC2OCCC3=C2C=CS3)C2=C(S1)SC=C2,,,
353,CN1CCN2C(CN(C)C(=O)C3CS(=O)(=O)CC3C(F)(F)F)=NN=C2C1=O,,,
354,CN(C(=O)COCC1CC1)C1=CC=CC(F)=C1,,,
355,O=C1[NH]C2=CC=C(S(=O)(=O)N3CC=C(C4=CC=CC5=CC=CC=C45)C3)C=C2S1,,,
356,CC(NC(C)C1=CC=CC(N2C=CN=C2)=C1)C(=O)N(C)CCOC1=CC=C(Cl)C=C1,,,
357,CN(CCNC(=O)C1=N[NH]C(=O)C=C1)C(=O)C1=NN(C(C)(C)C)C=N1,,,
358,O=C1NCC2=C1C=CC=C2NC(=O)C1=NN(CC(F)(F)F)C=C1Br,,,
359,CC1=CC=C(CC(NC(=O)C2CCCC3=C2N=C(C)S3)C2=CC=CC=N2)C=C1,,,
360,CCCC(C)(NCC1=CC=C(N2C=CN=C2)C=C1)C(=O)O,,,
361,O=S(=O)(NCC1=CC=CC=C1C1=CC=NC=C1)C1=CC=C(Br)O1,,,
362,CCCC1=NOC(COC(=O)C23CCC(C(=O)OC)(CC2)C3)=N1,,,
363,CCCOC1(C2=NOC(CCCC3=CC=C4NC(=O)CC4=C3)=N2)CCCCC1,,,
364,O=C1N=C(SC2=N[NH]C(C3CC3)=N2)C=C(Cl)[NH]1,,,
365,O=C1[NH]N=CC(NCCN2CCC3(CCCCC3)CC2)=C1Cl,,,
366,O=C(N[C@@H]1CN(C(=O)C2(CF)CCC2)C[C@H]1O)C1=CSC(C(F)(F)F)=C1,,,
367,O=C(OCC1=C(Cl)SC(Cl)=C1)C12CCCN1CCC2,,,
368,CS(=O)(=O)C1=CC=C(SC2=NC=C(C3=CC=C(Cl)C=C3)[NH]2)C(S(C)(=O)=O)=C1,,,
369,OCC1(F)CCN(C2=NC=NC=C2Cl)C1,,,
370,CCN(CC)CCOC1=CC=C(C2=NOC(CC(C)(C)C#N)=N2)C=C1OC,,,
371,O=C(C[C@@H]1CCC[C@H]1O)N1CC(OCC(F)F)C1,,,
372,O=C(CCC1=NN=C[NH]1)NC1CCCN(C(=O)CC2=CC=C(Cl)S2)CC1,,,
373,CC(C)CC1=CC(CNCC(O)C2=CSC=C2)=NO1,,,
374,COC1=CC=C(C(C)COC(=O)C(C)C2=CC=CO2)C=C1,,,
375,CC1=NN=C2C(N3CCN(C)C(C4=NC=C[NH]4)C3)=NC=CN12,,,
376,O=C1[NH]C(CN2CCCC2CC2CC3CCC2C3)=NC2=CC(C(F)(F)F)=CC=C12,,,
377,CC1=CC=CC(N2C=C(CNC3=CC=C(CCN4CCSCC4)C=C3)C(C)=N2)=C1,,,
378,CNS(=O)(=O)CCN(C)C(=O)C1=C(NC(=O)C2=CC=C(Br)C=C2)C=CS1,,,
379,CC(O)(CSC1=CC=CC(F)=C1)C(=O)NCC1=CSC(C2=CC3=CC=CC=C3O2)=N1,,,
380,NC1=NC(N)=C2N=CN(C3CN(C(=O)CC4CC5CCC4O5)C3)C2=N1,,,
381,NC(=O)C(NC(=O)NC1=CC=C(OC2=CC=CC(F)=C2F)N=C1)C1=CC=C(Cl)C=C1,,,
382,CN1CCC(=O)N(CC2=CC=C(C3=CC=CC=N3)N=C2)C1=O,,,
383,CC1=CC=NC(OC2=CC=C(C(=O)NC3=CC4=C(CCCC4)[NH]C3=O)C=C2)=C1,,,
384,CCCCC(C)(F)C(=O)N1C[C@H]2[C@H](NC(=O)C3=CN(C4=CC=CC=C4)N=N3)[C@H]2C1,,,
385,COC1=CC(C)=NC(C)=C1NS(=O)(=O)[C@H]1CCC[C@H]1OC,,,
386,OCC(CC1CC1)NC1C2CC3CC(C2)CC1C3,,,
387,COCCC1(CNC2CSC2(C)C)CCCCC1,,,
388,CC1=CC(=O)OC(C)=C1C(=O)N[C@H]1C[C@@H](NC(=O)CN2C=CN=C2C(C)C)C1,,,
389,CC1(OCC(=O)N2CCNC(=O)C2)CCOCC1,,,
390,CC1=C(S(=O)(=O)NC2CCOC2(C)C)SC=C1,,,
391,CC(CC1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=C2OCC(=O)NC2=N1,,,
392,CCCN1C=C(C(=O)NCC2(NC(=O)CCC3CCC(C)O3)CCC2)N=N1,,,
393,CC1=CC(S(N)(=O)=O)=CC(C(=O)NC2=CC=CC3=C2CN(C)C3=O)=C1C,,,
394,COCC1=CC=CC(C2=NOC(CC3=NN(C)C=C3)=N2)=C1,,,
395,CCCCN1C(SCC2=CC(Cl)=CC=C2OCC2CC2)=N[NH]C1=O,,,
396,CNS(=O)(=O)C1=CC=C(N(C)CC2CC(F)(F)C2)N=C1,,,
397,CC(=O)NCC1(NC(=O)C2=CC=CN(CC(C)C)C2=O)CCCCC1C,,,
398,O=C1CCCCC(C(=O)N2CCCS2(=O)=O)N1,,,
399,CC1=CC=C(NCC2CC3(CCN(C(=O)C4(NC(N)=O)CC4)CC3)CO2)N=N1,,,
400,O=C(N1CC(F)(C2CC2)C1)N(C1=CC=CC=C1)C1=CC=CC=C1,,,
401,CN(CCN1C=CC=N1)C(=O)C1=CC=C(C(F)(F)F)O1,,,
402,O=C(NC1CC2CCC(C1)N2CC1=NON=C1)C1=C[NH]N=C1C1=CC=CC=N1,,,
403,CC1(CSC2=CC(C(N)=O)=NC(Cl)=N2)CCCCC1,,,
404,CC1=NN(CCO)C=C1CNC(C)C1=NC(C2=CC=CC=C2)=CS1,,,
405,O=C(NC1CCC2=NC=NN2C1)C1=NN2C=C(Br)C=NC2=N1,,,
406,COC1=CC=CC(CN(CCC2CC2)CC2CC2)=C1Cl,,,
407,CNS(=O)(=O)C1=CC=C2CCN(CCC(C#N)(C(C)=O)C3=CC=CC=C3)C2=C1,,,
408,CN1CC2=CC=CC=C2C(NCC2=C(S(C)(=O)=O)N(C)N=C2)C1,,,
409,NC1=NN=C(C2CCN(CC3CCC4(CCC4)CO3)CC2)O1,,,
410,CC(C)(C)OC(=O)[C@@]12COC[C@@H]1CN(C(=O)C1=CC(C(N)=O)=C[NH]1)C2,,,
411,CC1=CC(C)=C(C2=N[NH]C(NC(=O)C3CCC(=O)N(C(C)C)C3)=C2)C=C1C,,,
412,O=C(C1=C(Cl)C2=CC=CC=C2[NH]1)N1CC2(CC(C(F)(F)F)C2)C1,,,
413,CC1OCCC1(O)CNCC1CCCOC1,,,
414,CC1=CN=NC(NCC2=C(C)OC=N2)=C1,,,
415,CC1=NN=C(COCC(=O)NC(CCCC2=CC=CC=C2)C2=CC=CC=C2)S1,,,
416,COC1CCOC2=C(NC(=O)NC3=C[NH]N=C3C3=NC=CS3)C=CC=C21,,,
417,CC(=O)NC1=C[NH]C(C)=C1C(=O)N[C@H]1C[C@@H](NC(=O)C2CCCS2(=O)=O)C1,,,
418,O=C(CN1C=CC2=CC=CC=C2C1=O)NCC1C2CC3CC(C2)CC1C3,,,
419,NS(=O)(=O)C1=CC(F)=C(NCC2(CC3=CC=C(F)C=C3)CC2)C(Br)=C1,,,
420,COC(=O)[C@H](CSC1=NN2C=C(C3=CC=C(Cl)C=C3)N=C2S1)NC(C)=O,,,
421,CC(C)(C)C1=NN=C(C2(CCF)CC2)O1,,,
422,CCC(C)N1N=CC(NC(=O)NC2C(C)C(OC)C23CCC3)=C1C1CC1,,,
423,CC(C1=NN=NN1C1=CC=CC=C1)N1CCCC(OC2=CC=C(Cl)C(Cl)=C2)C1,,,
424,CC(C)(C)OC(=O)N[C@@H]1CCCC[C@H]1NCC1CN(C2CC2)C(=O)O1,,,
425,CC1=C(C)SC(C(=O)N2CC3CC2C(=O)O3)=N1,,,
426,COC1=CC=CC=C1CNC(=O)C(C)OC(=O)C1=CC(O)=CC(C#N)=C1,,,
427,CC(C)(C)OC(=O)N1CCN(CC(=O)OCC2=CC=NC(N3C=CC=N3)=C2)C(=O)C1,,,
428,CNC(=O)C1=C(NC(=O)CCOC2=CC=C(Cl)C(Cl)=C2)[NH]N=C1C,,,
429,C[C@@H]1CCN(C(=O)C2=CC=C(Br)C(C(F)(F)F)=C2)[C@H](C)C1,,,
430,O=S(CCC(F)(F)F)C1=CC=C(Cl)S1,,,
431,COCCN(CCC#N)C1=NN=C(C(C)C)N1CC1=NC2=CC(OC)=CC=C2N1C,,,
432,COCCC(=O)COC(=O)[C@H]1C2CCC(CC2)[C@@H]1C(F)(F)F,,,
433,O=C(NC(C1CC1)C1CCCOC1)C1=CC2=C(C=CS2)C(O)=C1,,,
434,CCC(CNC(=O)C1(F)CCOCC1)NC(=O)C1CCCC2=C1N=N[NH]2,,,
435,CCC1(CNC(=O)[C@@H]2CCCC[C@@H]2C(=O)O)COC1,,,
436,CN(C)C(=O)CN1C2CCC1CC(NC(=O)CC1OCCC1(C)C)C2,,,
437,OC1=CC=C(CN2CCC3=C(C=C(Br)C=C3F)C2)C(F)=C1F,,,
438,CC1=CC(C)=NC(N2CCN(C(=O)C3(OC(C)C)CCC3)CC2)=N1,,,
439,CCC1=NOC(C)=C1C(=O)N(C)C1CCN(C(=O)C2=CN(CC(C)C)N=C2)C1,,,
440,CC(C)C1=CC=C(CS(=O)(=O)CC(=O)NC2CCS(=O)(=O)C2)C(C(C)C)=C1,,,
441,COC1=CC=NC=C1CSCC(=O)N(C)CCOC1=CC(C)=CC(C)=C1,,,
442,FC(F)(F)C1CCN(CC2=NC3=C(CCCCC3)S2)CC12CCOCC2,,,
443,CN1CC2(CN(C(=O)NC3=CC(Cl)=C(NS(C)(=O)=O)C(Cl)=C3)C2)OC1=O,,,
444,CCOC(=O)C(CC1CCCCO1)NC(=O)N1CCCC(OC(C)=O)C1,,,
445,COC(CN)CC(=O)NCC(C)(O)C1=CC=CO1,,,
446,O=C(CN1C=C(CCN2C=NC=N2)N=N1)NCCN1C(=O)[NH]C2=CC=CC=C21,,,
447,CC(NC(=O)C1=NOC2(CCN(C(=O)OC(C)(C)C)C2)C1)C1=CN(CC2CCC2)N=C1,,,
448,CN(CC1=CC=CC2=NC=CC=C12)CC(O)C(F)(F)F,,,
449,CC1=C(NC(=O)CN2N=C(C)N(C)C2=O)C(=O)[NH][NH]1,,,
450,CC1=CN=CC=C1OC1CCN(CC2=C(Br)N3C=CC=CC3=N2)CC1,,,
451,CCOC(=O)C1=CC(NCCC2=CC=CC3=C2[NH]C=C3)=NC=C1Cl,,,
452,N#CC1=CC=C(COC2=NC(C3=CC=CC=C3Cl)=NO2)C(OC(F)F)=C1,,,
453,CC1=NN(C[C@@H]2CCCN2C(=O)C2=CC=C(NC(=O)C3CC3)S2)C(C)=N1,,,
454,CCOC1=CC=C(C)N=C1COC(=O)CSCC1=CSC=N1,,,
455,O=C(NC1=CC=C(S(=O)(=O)NC2=CC=C(Cl)C=C2)C=C1)C1=C(C2=CC=CC=C2)N(CCO)N=C1,,,
456,C=C1OCCC1(C)C1=NN=C(N2CCC(C(=O)NC3=CC=C(C)C=N3)CC2)N1C,,,
457,CC1CN(C(=O)CN2CCC(NC(=O)[C@@H]3C[C@H]3CC(C)(C)C)CC2)CCO1,,,
458,O=C(C1=NN2C=C[NH]C(=O)C2=C1)N1CC[C@@H](O)[C@H]1C1=CC=C(Cl)C=C1,,,
459,FC1=CC=C(Br)C=C1CN(CC1=CC=NC=C1Br)C1CC1,,,
460,CC1(C2CCN(C(=O)C3CCCS(=O)(=O)C3)CC2)OCCO1,,,
461,CCCCC(=O)COC(=O)C1(SC)CC1,,,
462,CC1=NN(C(C)(C)C)C=C1C(=O)N1CC[C@H]2CN(C(=O)C3=COC(C(N)=O)=C3)C[C@H]21,,,
463,CC(C)C1CCCN1C1=CC=C(NC(=O)C2=CC=CC(N3N=NN=C3N)=C2)C=C1F,,,
464,N#CC1(C(=O)NC2=CC=C(CC(=O)N3CCSCC3)C=C2)CC12CCCC2,,,
465,CCOC1CCCC(NC2=CC=CC(OC3=CC=CC=C3)=N2)C1,,,
466,CC1=NC2=C(CCCC2C2=NC(C3(C4=CC=CS4)CCOCC3)=NO2)S1,,,
467,C1=CC2=C(OCC2)C(CN2CCCC2C2CCCOC2)=C1,,,
468,COC(=O)[C@@H]1CN(C(=O)C2=CC=C(NC3=NC=CS3)C=C2F)C[C@H]1C1=CC=C(O)C=C1,,,
469,CC1=NN(C)C(NC(=O)CN(C2CC2)C2(CO)CCC2)=C1,,,
470,CC1(CN2CCOCC2)CCN(CC2=NN(CC(F)(F)F)N=N2)CC1,,,
471,CCOC(=O)C1CCN(C(=O)CN(C)C(=O)C2=C(C(F)F)N3N=CC=C3N=C2)CC1,,,
472,O=C1CC2(CCCN(C(=O)NC3=NN(C4CCSCC4)C=C3)C2)CN1,,,
473,O=C(NCC(O)CNC(=O)C1CC(F)(F)C1)C1=CC=C(N2C=CC=C2)C=C1,,,
474,CC(C)N1CCN(CCCC(=O)NCCC2=CSC(C3=CC=C(Cl)C=C3)=N2)CC1,,,
475,FC1=CC=C(N2CCOCC2)C(C2=NC(C3=NN=C(C4CC4)[NH]3)=NO2)=C1,,,
476,CC(C)C1=NC=CN1CC(=O)NCC1(O)CN(C(=O)C2CCCN2C(C)C)C1,,,
477,N#CCN1C=C(NC(=O)C2(NC(N)=O)CC2)C=N1,,,
478,CN1C(C2CCCN2C(=O)CC=CC2=CC=C(F)C=C2)=NC2=C1CCCC2,,,
479,COC1=CC2=C(C=C1NC(=O)C(C)(C)C1=CC(F)=CC(C#N)=C1)NC(=O)CC2,,,
480,CCC(NC(=O)[C@H]1CCCN1C(C)=O)(C(N)=O)C(C)C,,,
481,CO[C@@H](C(=O)NC(C)(CNC(=O)C[C@H]1CCOC1)C1CC1)C1=CC=CC=C1,,,
482,CN1C=C(S(=O)(=O)N2CCC(NC(=O)CCC(=O)N3CC(=O)NC4=CC=CC=C43)CC2)C=N1,,,
483,CCC1=NC(C)=CC(N(C)CC(O)CNC(=O)C2=CN=NN2C2=CC=CC=C2)=N1,,,
484,CCN(C1=CC=NC(NC(=O)NC2CCOC3(CCS(=O)(=O)C3)C2)=N1)C1CCCC1,,,
485,O=C1C[C@H](C(=O)N2CCC3=C(C2)C(C(F)(F)F)=N[NH]3)C[C@H](C2=CC=CC=C2)N1,,,
486,CC(C)(CC(N)=O)NCC1(CNC(C)(C)CC(N)=O)COC1,,,
487,CC1=CC=C(COC(C)C(=O)NC2=NC(=O)N(C)C=C2)C=C1,,,
488,NC(=O)C1=C[NH]C(C2=NOC(C3(S(=O)(=O)C4=CC=CC=C4)CC3)=N2)=C1,,,
489,O=S(=O)(CCO)C1=CC=C(NS(=O)(=O)C2=C(F)C=CC=C2OC(F)(F)F)C=C1,,,
490,CC(C)OC(=O)CS(=O)(=O)NC1(CC2=CC=CC=C2)CC1,,,
491,CCO[C@@H]1CCC[C@@H]1S(=O)(=O)N1CCC(CC(C)=O)(C(=O)OC)CC1,,,
492,CCC1=CC=C(S(=O)(=O)NCCC(CC(=O)O)C(F)(F)F)O1,,,
493,CN(C)CC1=CC=NC(NC(=O)NCC(O)CS(C)(=O)=O)=C1,,,
494,CC1=CC=CC2=C1N(CC1=NC(CC3=CC=C(F)C=C3)=NO1)C(=O)S2,,,
495,CC(C)C1=NC(CN2CCN(CCN(C)C(=O)C3=CN(C)C=N3)CC2)=N[NH]1,,,
496,COC1(C)CC(N(C)C(=O)CCC2=NC(C3=COC=C3)=NO2)C1(C)C,,,
497,COC1=CC=C(NC2=NC3=C(C(=O)[NH]2)C2=CC=CC=C2S3)C=C1,,,
498,NC(=O)C1=CC=CC(OCCC(=O)OCC2=C(Cl)SN=N2)=C1,,,
499,CC1=CC=C(CC(C)C(=O)N(C)CCN(C)C(=O)CC2=CN=CC=C2C)C=C1,,,
500,N#CC1=C(S(=O)(=O)NCC2(OCCO)CCSCC2)C=CC=C1Cl,,,
501,O=C(C1CC2(CCC2)C1)N1C[C@@H]2CCCN(C(=O)C3=C(Cl)SC=C3)[C@@H]2C1,,,
502,NC1CC2CCCC(C1)N2S(=O)(=O)C1=CSC=C1Br,,,
503,COC1=CC=C(CN[C@H](C)C2=C(C)C3=CC=CC=C3S2)C=C1OCC(N)=O,,,
504,CC1=NN=C(C2=CC=CC=C2C(=O)NC2CCC3=CC=C(C(C)C)C=C32)O1,,,
505,COC1(C2=NC(C3CC3)=NO2)CCN(C(=O)C2=NC=CN3C=C(C)N=C23)CC1,,,
506,CC(C)(C)OC(=O)CN1CCC(N2CC3(CCC3)C2C2CCOCC2)C1=O,,,
507,CC(C)N1C=NC(C(=O)NCC2CC(NC(=O)C3(C4=CC=CC=C4F)CC3)C2)=C1,,,
508,O=C(C1=CC=C(OC(F)F)C=C1F)N1CCC2=C(C=NO2)C1,,,
509,CCC(C)(C)C1CCC(CC(=O)N(C)CC(O)C2=CC=CN=C2)CC1,,,
510,ClC1=CC=C(C2=NN=C3CN(C4=NC=NC5=C4C=N[NH]5)CCN32)C=C1,,,
511,CC(CS(=O)(=O)C1=CC=C(Br)C=C1)C(=O)NCCN1C=CC(=O)[NH]C1=O,,,
512,CNC(=O)C1=C(NC(=O)N2CC(C3=CC=CC=C3)C3CCCC32)[NH]N=N1,,,
513,CCO[C@@H]1CCC[C@@H]1S(=O)(=O)N[C@H](C)C1=CN=CC(F)=C1,,,
